Timestamp,Value.Seconds,Value.Value
8049.477376,8049.502688,False
8050.577312,8050.602688,True
8051.57728,8051.60272,False
8052.07728,8052.113056,True
8052.07728,8052.113152,False
8061.943616,8061.97952,True
8062.943584,8062.97952,False
8063.460288,8063.497856,True
8063.460288,8063.497952,False
8077.459872,8077.485056,True
8078.45984,8078.485056,False
8078.97648,8078.999648,True
8078.97648,8078.999776,False
8125.158432,8125.194112,True
8126.1584,8126.194112,False
8126.708384,8126.743744,True
8126.708384,8126.74384,False
8189.539776,8189.57264,True
8190.539744,8190.57264,False
8191.089696,8191.127648,True
8191.089696,8191.127744,False
8195.089568,8195.123008,True
8195.172896,8195.208928,False
8196.272896,8196.30896,True
8197.272864,8197.30896,False
8197.789568,8197.826784,True
8197.789568,8197.82688,False
8201.506048,8201.539712,True
8201.589376,8201.625568,False
8202.689344,8202.725568,True
8203.689344,8203.7256,False
8204.205984,8204.234304,True
8204.205984,8204.2344,False
8236.75504,8236.779552,True
8237.754976,8237.779552,False
8238.28832,8238.319296,True
8238.28832,8238.319392,False
8259.67104,8259.70992,True
8260.687648,8260.70992,False
8261.204288,8261.23184,True
8261.204288,8261.231936,False
8269.620736,8269.652608,True
8270.620736,8270.65264,False
8271.137376,8271.166048,True
8271.137376,8271.166176,False
8276.453888,8276.487968,True
8277.453856,8277.487968,False
8277.970496,8278.004192,True
8277.970496,8278.004288,False
8292.536736,8292.570368,True
8292.620064,8292.656288,False
8293.720032,8293.756288,True
8294.72,8294.75632,False
8295.253312,8295.28384,True
8295.253312,8295.283936,False
8303.8864,8303.919808,True
8303.969728,8304.005728,False
8305.069696,8305.105728,True
8306.069696,8306.10576,False
8306.586336,8306.615968,True
8306.586336,8306.616096,False
8327.552352,8327.579488,True
8328.552352,8328.57952,False
8329.068992,8329.105728,True
8329.068992,8329.105856,False
8353.251584,8353.275168,True
8353.334912,8353.361024,False
8354.43488,8354.461024,True
8355.434848,8355.461056,False
8355.96816,8355.991488,True
8355.96816,8355.991584,False
8418.516288,8418.553504,True
8419.516256,8419.553536,False
8420.099584,8420.124768,True
8420.099584,8420.124864,False
8482.764416,8482.794528,True
8483.764384,8483.794528,False
8484.331008,8484.359936,True
8484.331008,8484.360032,False
8496.214016,8496.242368,True
8496.297344,8496.328288,False
8497.363968,8497.396672,True
8498.363936,8498.396736,False
8498.897248,8498.92224,True
8498.897248,8498.922336,False
8544.079264,8544.101312,True
8545.079264,8545.101376,False
8545.645888,8545.67776,True
8545.645888,8545.677888,False
8555.278944,8555.315648,True
8556.278912,8556.315648,False
8556.812224,8556.840256,True
8556.812224,8556.840384,False
8619.560352,8619.596832,True
8620.56032,8620.596832,False
8621.126976,8621.155872,True
8621.126976,8621.156,False
8625.493504,8625.516736,True
8625.576832,8625.602656,False
8626.6768,8626.702656,True
8627.6768,8627.702688,False
8628.19344,8628.220704,True
8628.19344,8628.2208,False
8641.14304,8641.165952,True
8641.226368,8641.25184,False
8642.276352,8642.313376,True
8643.27632,8643.313408,False
8643.809632,8643.844896,True
8643.809632,8643.844992,False
8646.909536,8646.933664,True
8647.909504,8647.933664,False
8648.409504,8648.44624,True
8648.409504,8648.446304,False
8656.342624,8656.380576,True
8656.442624,8656.466464,False
8657.54256,8657.566496,True
8658.542528,8658.566496,False
8659.059232,8659.081632,True
8659.059232,8659.081728,False
8672.375488,8672.406368,True
8673.375456,8673.4064,False
8673.892096,8673.930784,True
8673.892096,8673.930912,False
8685.5584,8685.58992,True
8686.558368,8686.589952,False
8687.075008,8687.112672,True
8687.075008,8687.112768,False
8749.639808,8749.672864,True
8750.639744,8750.672864,False
8751.18976,8751.225728,True
8751.18976,8751.225824,False
8758.322848,8758.346912,True
8758.406176,8758.432832,False
8759.506144,8759.532864,True
8760.506112,8760.532864,False
8761.006112,8761.044288,True
8761.006112,8761.044384,False
8794.021728,8794.046592,True
8795.021696,8795.046592,False
8795.538336,8795.576704,True
8795.538336,8795.576832,False
8837.15376,8837.177856,True
8837.237088,8837.263744,False
8838.337056,8838.363744,True
8839.336992,8839.363776,False
8839.886976,8839.914368,True
8839.886976,8839.914464,False
8867.286176,8867.324736,True
8867.386176,8867.410624,False
8868.436128,8868.463648,True
8869.436128,8869.46368,False
8869.96944,8869.999872,True
8869.96944,8870,False
8889.43552,8889.462048,True
8889.518848,8889.547968,False
8890.618784,8890.647968,True
8891.618752,8891.647968,False
8892.152064,8892.185088,True
8892.152064,8892.185184,False
8956.566848,8956.60256,True
8957.566784,8957.602592,False
8958.13344,8958.168096,True
8958.13344,8958.168192,False
9006.348704,9006.37168,True
9006.432032,9006.457568,False
9007.532,9007.5576,True
9008.531968,9008.5576,False
9009.081984,9009.113792,True
9009.081984,9009.113856,False
9047.547456,9047.574464,True
9047.630784,9047.660352,False
9048.730752,9048.760352,True
9049.730688,9049.760384,False
9050.280704,9050.30352,True
9050.280704,9050.303616,False
9091.596064,9091.624064,True
9092.596064,9092.624128,False
9093.16272,9093.18944,True
9093.16272,9093.189536,False
9101.795776,9101.821184,True
9102.795744,9102.821216,False
9103.312384,9103.335712,True
9103.312384,9103.335808,False
9105.69568,9105.72976,True
9105.779008,9105.81568,False
9106.862304,9106.896896,True
9107.86224,9107.896896,False
9108.378912,9108.41392,True
9108.378912,9108.414048,False
9176.626848,9176.65632,True
9177.626784,9177.65632,False
9178.210144,9178.243392,True
9178.210144,9178.24352,False
9195.7096,9195.745536,True
9196.709568,9196.745536,False
9197.242912,9197.273216,True
9197.242912,9197.273344,False
9220.808832,9220.832928,True
9220.89216,9220.918848,False
9221.992096,9222.018848,True
9222.992064,9223.018848,False
9223.508704,9223.543456,True
9223.508704,9223.543584,False
9245.624672,9245.660576,True
9246.62464,9246.660576,False
9247.174656,9247.203232,True
9247.174656,9247.203328,False
9253.191104,9253.227104,True
9254.191104,9254.227168,False
9254.707744,9254.733664,True
9254.707744,9254.73376,False
9317.405856,9317.43232,True
9318.405824,9318.432352,False
9318.955808,9318.993248,True
9318.955808,9318.993344,False
9326.738912,9326.763904,True
9327.73888,9327.763936,False
9328.255552,9328.279552,True
9328.255552,9328.27968,False
9356.521312,9356.559264,True
9356.621312,9356.645184,False
9357.721248,9357.745184,True
9358.721216,9358.745184,False
9359.25456,9359.28384,True
9359.25456,9359.283936,False
9380.703872,9380.7328,True
9380.787232,9380.81872,False
9381.887168,9381.91872,True
9382.887104,9382.91872,False
9383.420416,9383.448736,True
9383.420416,9383.448832,False
9396.753376,9396.777792,True
9396.836672,9396.86368,False
9397.93664,9397.963712,True
9398.936608,9398.963712,False
9399.45328,9399.482048,True
9399.45328,9399.482144,False
9403.103168,9403.128928,True
9403.186496,9403.214816,False
9404.286432,9404.314848,True
9405.2864,9405.314848,False
9405.7864,9405.820832,True
9405.7864,9405.82096,False
9433.068896,9433.094048,True
9433.152224,9433.179968,False
9434.252192,9434.28,True
9435.25216,9435.28,False
9435.785472,9435.816928,True
9435.785472,9435.817024,False
9437.802048,9437.839744,True
9437.902048,9437.925696,False
9439.002048,9439.025728,True
9440.001984,9440.025728,False
9440.518656,9440.542688,True
9440.518656,9440.542816,False
9442.451936,9442.485632,True
9442.535264,9442.571552,False
9443.635232,9443.671552,True
9444.6352,9444.671584,False
9445.151872,9445.184096,True
9445.151872,9445.184224,False
9464.334624,9464.362368,True
9465.334592,9465.362368,False
9465.884544,9465.910496,True
9465.884544,9465.910592,False
9501.50016,9501.523872,True
9501.583488,9501.60976,False
9502.650144,9502.68,True
9503.650112,9503.68,False
9504.183424,9504.217216,True
9504.183424,9504.217312,False
9526.082784,9526.108384,True
9527.082752,9527.108384,False
9527.599392,9527.631776,True
9527.599392,9527.631904,False
9543.182304,9543.209824,True
9543.265632,9543.295712,False
9544.332256,9544.36352,True
9545.332224,9545.363552,False
9545.848864,9545.886848,True
9545.848864,9545.886944,False
9582.314464,9582.347872,True
9582.397792,9582.43376,False
9583.49776,9583.533824,True
9584.497728,9584.533824,False
9585.064384,9585.090528,True
9585.064384,9585.090656,False
9609.06368,9609.08992,True
9609.147008,9609.17584,False
9610.246976,9610.27584,True
9611.246944,9611.275872,False
9611.763584,9611.801696,True
9611.763584,9611.801792,False
9643.862592,9643.896096,True
9643.94592,9643.981984,False
9645.04592,9645.082048,True
9646.045856,9646.082048,False
9646.595872,9646.628064,True
9646.595872,9646.628192,False
9668.47856,9668.512928,True
9668.561888,9668.598816,False
9669.661856,9669.698848,True
9670.661824,9670.698848,False
9671.21184,9671.24688,True
9671.21184,9671.247008,False
9693.74448,9693.782848,True
9694.744448,9694.782848,False
9695.27776,9695.309856,True
9695.27776,9695.309952,False
9701.010912,9701.045472,True
9701.09424,9701.131392,False
9702.194208,9702.231392,True
9703.194208,9703.231424,False
9703.710848,9703.744256,True
9703.710848,9703.744352,False
9706.59408,9706.622496,True
9707.594048,9707.622496,False
9708.110688,9708.14192,True
9708.110688,9708.142016,False
9710.477312,9710.506752,True
9710.56064,9710.592672,False
9711.660576,9711.692672,True
9712.660576,9712.692704,False
9713.177216,9713.21152,True
9713.177216,9713.211616,False
9721.410336,9721.441088,True
9721.493664,9721.52704,False
9722.593632,9722.627008,True
9723.593568,9723.627008,False
9724.126912,9724.154752,True
9724.126912,9724.154848,False
9729.393408,9729.426784,True
9730.393408,9730.426816,False
9730.910048,9730.942592,True
9730.910048,9730.942688,False
9763.32576,9763.359456,True
9763.40912,9763.445344,False
9764.509056,9764.545344,True
9765.509024,9765.545376,False
9766.092352,9766.129504,True
9766.092352,9766.1296,False
9804.624544,9804.651488,True
9805.62448,9805.651488,False
9806.174496,9806.19888,True
9806.174496,9806.199008,False
9808.24112,9808.27904,True
9808.34112,9808.36496,False
9809.441056,9809.46496,True
9810.441024,9810.46496,False
9810.940992,9810.977472,True
9810.940992,9810.977632,False
9816.040864,9816.079392,True
9817.057536,9817.079424,False
9817.557504,9817.585536,True
9817.557504,9817.585632,False
9818.940768,9818.963744,True
9819.024096,9819.049664,False
9820.124096,9820.149696,True
9821.124064,9821.149696,False
9821.640704,9821.670784,True
9821.640704,9821.670912,False
9845.056704,9845.088384,True
9846.05664,9846.088384,False
9846.606624,9846.637952,True
9846.606624,9846.637984,False
9849.439872,9849.472256,True
9850.43984,9850.472256,False
9850.95648,9850.983168,True
9850.95648,9850.983264,False
9859.772896,9859.801536,True
9859.856224,9859.887456,False
9860.956224,9860.987488,True
9861.95616,9861.987488,False
9862.472832,9862.508608,True
9862.472832,9862.508704,False
9863.889472,9863.924544,True
9863.9728,9864.010432,False
9865.072736,9865.110464,True
9866.072736,9866.110496,False
9866.589376,9866.620096,True
9866.589376,9866.620224,False
9886.155488,9886.184512,True
9887.155456,9887.184512,False
9887.688768,9887.716608,True
9887.688768,9887.716704,False
9912.821344,9912.850816,True
9912.904704,9912.936704,False
9914.004704,9914.036768,True
9915.00464,9915.036768,False
9915.537952,9915.574272,True
9915.537952,9915.574368,False
9919.104512,9919.127648,True
9920.10448,9920.12768,False
9920.60448,9920.641472,True
9920.60448,9920.6416,False
9938.387264,9938.416512,True
9938.470592,9938.502432,False
9939.57056,9939.602464,True
9940.570528,9940.602464,False
9941.10384,9941.136192,True
9941.10384,9941.136288,False
9948.570272,9948.603136,True
9948.6536,9948.689024,False
9949.7536,9949.789056,True
9950.753536,9950.789088,False
9951.270208,9951.300896,True
9951.270208,9951.300992,False
9979.119392,9979.145376,True
9979.202752,9979.231264,False
9980.302688,9980.33136,True
9981.302656,9981.33136,False
9981.835968,9981.869088,True
9981.835968,9981.869216,False
10008.185216,10008.220992,True
10008.268576,10008.30688,False
10009.368512,10009.40688,True
10010.36848,10010.406912,False
10010.918464,10010.941312,True
10010.918464,10010.941408,False
10019.051552,10019.073888,True
10020.051552,10020.07392,False
10020.568192,10020.599328,True
10020.568192,10020.599424,False
10024.618048,10024.646496,True
10024.701408,10024.732384,False
10025.801344,10025.832416,True
10026.801312,10026.832416,False
10027.334656,10027.362848,True
10027.334656,10027.362976,False
10050.51728,10050.550496,True
10051.51728,10051.55056,False
10052.050592,10052.085664,True
10052.050592,10052.08576,False
10067.233472,10067.26096,True
10068.23344,10068.26096,False
10068.75008,10068.7824,True
10068.75008,10068.782496,False
10080.799744,10080.822112,True
10080.88304,10080.908032,False
10081.98304,10082.008064,True
10082.983008,10083.008064,False
10083.499648,10083.529792,True
10083.499648,10083.529888,False
10091.882752,10091.914144,True
10092.882688,10092.914176,False
10093.39936,10093.429568,True
10093.39936,10093.429664,False
10115.932032,10115.96256,True
10116.01536,10116.048448,False
10117.065312,10117.097472,True
10118.06528,10118.097472,False
10118.631936,10118.657088,True
10118.631936,10118.657184,False
10137.598048,10137.621472,True
10137.681408,10137.70736,False
10138.781376,10138.807392,True
10139.781344,10139.807424,False
10140.314656,10140.344608,True
10140.314656,10140.344736,False
10149.181088,10149.205728,True
10150.181056,10150.205728,False
10150.697696,10150.726432,True
10150.697696,10150.72656,False
10165.163936,10165.195424,True
10165.247264,10165.281344,False
10166.347232,10166.381344,True
10167.347232,10167.381376,False
10167.880544,10167.91328,True
10167.880544,10167.91344,False
10173.580384,10173.606016,True
10174.58032,10174.606016,False
10175.080352,10175.112256,True
10175.080352,10175.112352,False
10179.14688,10179.171712,True
10179.230208,10179.257632,False
10180.330208,10180.357664,True
10181.330144,10181.357664,False
10181.830144,10181.868864,True
10181.830144,10181.868992,False
10190.413216,10190.448032,True
10190.496544,10190.533952,False
10191.596544,10191.633984,True
10192.596512,10192.633984,False
10193.129856,10193.168032,True
10193.129856,10193.168128,False
10195.596416,10195.622272,True
10195.679744,10195.70816,False
10196.72976,10196.764096,True
10197.72976,10197.764096,False
10198.246336,10198.27792,True
10198.246336,10198.278016,False
10216.129184,10216.160096,True
10216.212512,10216.24608,False
10217.31248,10217.346016,True
10218.312448,10218.346112,False
10218.862432,10218.898976,True
10218.862432,10218.899072,False
10234.778624,10234.800576,True
10235.761952,10235.800608,False
10236.295264,10236.327136,True
10236.295264,10236.327232,False
